crossover_Hz,freq_Hz,theta_deg,spl_norm_dB
1450,906.84,-20.0,-0.3537
1450,906.84,-15.0,-0.2044
1450,906.84,-10.0,-0.0926
1450,906.84,-5.0,-0.0234
1450,906.84,0.0,0.0000
1450,906.84,5.0,-0.0234
1450,906.84,10.0,-0.0926
1450,906.84,15.0,-0.2044
1450,906.84,20.0,-0.3537
1450,906.84,25.0,-0.5337
1450,906.84,30.0,-0.7361
1450,906.84,35.0,-0.9515
1450,906.84,40.0,-1.1702
1450,906.84,45.0,-1.3831
1450,906.84,50.0,-1.5819
1450,906.84,55.0,-1.7604
1450,906.84,60.0,-1.9143
1450,906.84,65.0,-2.0416
1450,906.84,70.0,-2.1423
1450,906.84,75.0,-2.2175
1450,906.84,80.0,-2.2693
1450,906.84,85.0,-2.2994
1450,906.84,90.0,-2.3092
1450,928.21,-90.0,-2.5935
1450,928.21,-85.0,-2.5828
1450,928.21,-80.0,-2.5502
1450,928.21,-75.0,-2.4939
1450,928.21,-70.0,-2.4113
1450,928.21,-65.0,-2.2999
1450,928.21,-60.0,-2.1580
1450,928.21,-55.0,-1.9855
1450,928.21,-50.0,-1.7844
1450,928.21,-45.0,-1.5598
1450,928.21,-40.0,-1.3190
1450,928.21,-35.0,-1.0716
1450,928.21,-30.0,-0.8283
1450,928.21,-25.0,-0.6000
1450,928.21,-20.0,-0.3972
1450,928.21,-15.0,-0.2293
1450,928.21,-10.0,-0.1038
1450,928.21,-5.0,-0.0262
1450,928.21,0.0,0.0000
1450,928.21,5.0,-0.0262
1450,928.21,10.0,-0.1038
1450,928.21,15.0,-0.2293
1450,928.21,20.0,-0.3972
1450,928.21,25.0,-0.6000
1450,928.21,30.0,-0.8283
1450,928.21,35.0,-1.0716
1450,928.21,40.0,-1.3190
1450,928.21,45.0,-1.5598
1450,928.21,50.0,-1.7844
1450,928.21,55.0,-1.9855
1450,928.21,60.0,-2.1580
1450,928.21,65.0,-2.2999
1450,928.21,70.0,-2.4113
1450,928.21,75.0,-2.4939
1450,928.21,80.0,-2.5502
1450,928.21,85.0,-2.5828
1450,928.21,90.0,-2.5935
1450,949.58,-90.0,-2.9035
1450,949.58,-85.0,-2.8921
1450,949.58,-80.0,-2.8570
1450,949.58,-75.0,-2.7961
1450,949.58,-70.0,-2.7059
1450,949.58,-65.0,-2.5832
1450,949.58,-60.0,-2.4255
1450,949.58,-55.0,-2.2324
1450,949.58,-50.0,-2.0064
1450,949.58,-45.0,-1.7532
1450,949.58,-40.0,-1.4815
1450,949.58,-35.0,-1.2024
1450,949.58,-30.0,-0.9283
1450,949.58,-25.0,-0.6716
1450,949.58,-20.0,-0.4442
1450,949.58,-15.0,-0.2562
1450,949.58,-10.0,-0.1159
1450,949.58,-5.0,-0.0293
1450,949.58,0.0,0.0000
1450,949.58,5.0,-0.0293
1450,949.58,10.0,-0.1159
1450,949.58,15.0,-0.2562
1450,949.58,20.0,-0.4442
1450,949.58,25.0,-0.6716
1450,949.58,30.0,-0.9283
1450,949.58,35.0,-1.2024
1450,949.58,40.0,-1.4815
1450,949.58,45.0,-1.7532
1450,949.58,50.0,-2.0064
1450,949.58,55.0,-2.2324
1450,949.58,60.0,-2.4255
1450,949.58,65.0,-2.5832
1450,949.58,70.0,-2.7059
1450,949.58,75.0,-2.7961
1450,949.58,80.0,-2.8570
1450,949.58,85.0,-2.8921
1450,949.58,90.0,-2.9035
1450,970.95,-90.0,-3.2406
1450,970.95,-85.0,-3.2285
1450,970.95,-80.0,-3.1913
1450,970.95,-75.0,-3.1258
1450,970.95,-70.0,-3.0280
1450,970.95,-65.0,-2.8934
1450,970.95,-60.0,-2.7186
1450,970.95,-55.0,-2.5030
1450,970.95,-50.0,-2.2494
1450,970.95,-45.0,-1.9644
1450,970.95,-40.0,-1.6584
1450,970.95,-35.0,-1.3443
1450,970.95,-30.0,-1.0364
1450,970.95,-25.0,-0.7488
1450,970.95,-20.0,-0.4946
1450,970.95,-15.0,-0.2849
1450,970.95,-10.0,-0.1288
1450,970.95,-5.0,-0.0325
1450,970.95,0.0,0.0000
1450,970.95,5.0,-0.0325
1450,970.95,10.0,-0.1288
1450,970.95,15.0,-0.2849
1450,970.95,20.0,-0.4946
1450,970.95,25.0,-0.7488
1450,970.95,30.0,-1.0364
1450,970.95,35.0,-1.3443
1450,970.95,40.0,-1.6584
1450,970.95,45.0,-1.9644
1450,970.95,50.0,-2.2494
1450,970.95,55.0,-2.5030
1450,970.95,60.0,-2.7186
1450,970.95,65.0,-2.8934
1450,970.95,70.0,-3.0280
1450,970.95,75.0,-3.1258
1450,970.95,80.0,-3.1913
1450,970.95,85.0,-3.2285
1450,970.95,90.0,-3.2406
1450,992.32,-90.0,-3.6064
1450,992.32,-85.0,-3.5938
1450,992.32,-80.0,-3.5546
1450,992.32,-75.0,-3.4850
1450,992.32,-70.0,-3.3796
1450,992.32,-65.0,-3.2325
1450,992.32,-60.0,-3.0394
1450,992.32,-55.0,-2.7992
1450,992.32,-50.0,-2.5149
1450,992.32,-45.0,-2.1946
1450,992.32,-40.0,-1.8505
1450,992.32,-35.0,-1.4978
1450,992.32,-30.0,-1.1528
1450,992.32,-25.0,-0.8316
1450,992.32,-20.0,-0.5484
1450,992.32,-15.0,-0.3156
1450,992.32,-10.0,-0.1425
1450,992.32,-5.0,-0.0360
1450,992.32,0.0,0.0000
1450,992.32,5.0,-0.0360
1450,992.32,10.0,-0.1425
1450,992.32,15.0,-0.3156
1450,992.32,20.0,-0.5484
1450,992.32,25.0,-0.8316
1450,992.32,30.0,-1.1528
1450,992.32,35.0,-1.4978
1450,992.32,40.0,-1.8505
1450,992.32,45.0,-2.1946
1450,992.32,50.0,-2.5149
1450,992.32,55.0,-2.7992
1450,992.32,60.0,-3.0394
1450,992.32,65.0,-3.2325
1450,992.32,70.0,-3.3796
1450,992.32,75.0,-3.4850
1450,992.32,80.0,-3.5546
1450,992.32,85.0,-3.5938
1450,992.32,90.0,-3.6064
1450,1013.69,-90.0,-4.0023
1450,1013.69,-85.0,-3.9893
1450,1013.69,-80.0,-3.9487
1450,1013.69,-75.0,-3.8756
1450,1013.69,-70.0,-3.7628
1450,1013.69,-65.0,-3.6029
1450,1013.69,-60.0,-3.3902
1450,1013.69,-55.0,-3.1228
1450,1013.69,-50.0,-2.8045
1450,1013.69,-45.0,-2.4449
1450,1013.69,-40.0,-2.0585
1450,1013.69,-35.0,-1.6632
1450,1013.69,-30.0,-1.2777
1450,1013.69,-25.0,-0.9199
1450,1013.69,-20.0,-0.6057
1450,1013.69,-15.0,-0.3480
1450,1013.69,-10.0,-0.1570
1450,1013.69,-5.0,-0.0396
1450,1013.69,0.0,0.0000
1450,1013.69,5.0,-0.0396
1450,1013.69,10.0,-0.1570
1450,1013.69,15.0,-0.3480
1450,1013.69,20.0,-0.6057
1450,1013.69,25.0,-0.9199
1450,1013.69,30.0,-1.2777
1450,1013.69,35.0,-1.6632
1450,1013.69,40.0,-2.0585
1450,1013.69,45.0,-2.4449
1450,1013.69,50.0,-2.8045
1450,1013.69,55.0,-3.1228
1450,1013.69,60.0,-3.3902
1450,1013.69,65.0,-3.6029
1450,1013.69,70.0,-3.7628
1450,1013.69,75.0,-3.8756
1450,1013.69,80.0,-3.9487
1450,1013.69,85.0,-3.9893
1450,1013.69,90.0,-4.0023
1450,1035.06,-90.0,-4.4295
1450,1035.06,-85.0,-4.4165
1450,1035.06,-80.0,-4.3752
1450,1035.06,-75.0,-4.2994
1450,1035.06,-70.0,-4.1800
1450,1035.06,-65.0,-4.0072
1450,1035.06,-60.0,-3.7735
1450,1035.06,-55.0,-3.4764
1450,1035.06,-50.0,-3.1202
1450,1035.06,-45.0,-2.7167
1450,1035.06,-40.0,-2.2833
1450,1035.06,-35.0,-1.8410
1450,1035.06,-30.0,-1.4112
1450,1035.06,-25.0,-1.0140
1450,1035.06,-20.0,-0.6664
1450,1035.06,-15.0,-0.3823
1450,1035.06,-10.0,-0.1722
1450,1035.06,-5.0,-0.0434
1450,1035.06,0.0,0.0000
1450,1035.06,5.0,-0.0434
1450,1035.06,10.0,-0.1722
1450,1035.06,15.0,-0.3823
1450,1035.06,20.0,-0.6664
1450,1035.06,25.0,-1.0140
1450,1035.06,30.0,-1.4112
1450,1035.06,35.0,-1.8410
1450,1035.06,40.0,-2.2833
1450,1035.06,45.0,-2.7167
1450,1035.06,50.0,-3.1202
1450,1035.06,55.0,-3.4764
1450,1035.06,60.0,-3.7735
1450,1035.06,65.0,-4.0072
1450,1035.06,70.0,-4.1800
1450,1035.06,75.0,-4.2994
1450,1035.06,80.0,-4.3752
1450,1035.06,85.0,-4.4165
1450,1035.06,90.0,-4.4295
1450,1056.43,-90.0,-4.8889
1450,1056.43,-85.0,-4.8763
1450,1056.43,-80.0,-4.8355
1450,1056.43,-75.0,-4.7586
1450,1056.43,-70.0,-4.6338
1450,1056.43,-65.0,-4.4483
1450,1056.43,-60.0,-4.1924
1450,1056.43,-55.0,-3.8625
1450,1056.43,-50.0,-3.4641
1450,1056.43,-45.0,-3.0114
1450,1056.43,-40.0,-2.5257
1450,1056.43,-35.0,-2.0315
1450,1056.43,-30.0,-1.5534
1450,1056.43,-25.0,-1.1135
1450,1056.43,-20.0,-0.7303
1450,1056.43,-15.0,-0.4183
1450,1056.43,-10.0,-0.1882
1450,1056.43,-5.0,-0.0474
1450,1056.43,0.0,0.0000
1450,1056.43,5.0,-0.0474
1450,1056.43,10.0,-0.1882
1450,1056.43,15.0,-0.4183
1450,1056.43,20.0,-0.7303
1450,1056.43,25.0,-1.1135
1450,1056.43,30.0,-1.5534
1450,1056.43,35.0,-2.0315
1450,1056.43,40.0,-2.5257
1450,1056.43,45.0,-3.0114
1450,1056.43,50.0,-3.4641
1450,1056.43,55.0,-3.8625
1450,1056.43,60.0,-4.1924
1450,1056.43,65.0,-4.4483
1450,1056.43,70.0,-4.6338
1450,1056.43,75.0,-4.7586
1450,1056.43,80.0,-4.8355
1450,1056.43,85.0,-4.8763
1450,1056.43,90.0,-4.8889
1450,1077.80,-90.0,-5.3811
1450,1077.80,-85.0,-5.3695
1450,1077.80,-80.0,-5.3309
1450,1077.80,-75.0,-5.2551
1450,1077.80,-70.0,-5.1267
1450,1077.80,-65.0,-4.9295
1450,1077.80,-60.0,-4.6502
1450,1077.80,-55.0,-4.2843
1450,1077.80,-50.0,-3.8384
1450,1077.80,-45.0,-3.3306
1450,1077.80,-40.0,-2.7865
1450,1077.80,-35.0,-2.2351
1450,1077.80,-30.0,-1.7043
1450,1077.80,-25.0,-1.2186
1450,1077.80,-20.0,-0.7974
1450,1077.80,-15.0,-0.4559
1450,1077.80,-10.0,-0.2049
1450,1077.80,-5.0,-0.0516
1450,1077.80,0.0,0.0000
1450,1077.80,5.0,-0.0516
1450,1077.80,10.0,-0.2049
1450,1077.80,15.0,-0.4559
1450,1077.80,20.0,-0.7974
1450,1077.80,25.0,-1.2186
1450,1077.80,30.0,-1.7043
1450,1077.80,35.0,-2.2351
1450,1077.80,40.0,-2.7865
1450,1077.80,45.0,-3.3306
1450,1077.80,50.0,-3.8384
1450,1077.80,55.0,-4.2843
1450,1077.80,60.0,-4.6502
1450,1077.80,65.0,-4.9295
1450,1077.80,70.0,-5.1267
1450,1077.80,75.0,-5.2551
1450,1077.80,80.0,-5.3309
1450,1077.80,85.0,-5.3695
1450,1077.80,90.0,-5.3811
1450,1099.17,-90.0,-5.9057
1450,1099.17,-85.0,-5.8960
1450,1099.17,-80.0,-5.8619
1450,1099.17,-75.0,-5.7904
1450,1099.17,-70.0,-5.6618
1450,1099.17,-65.0,-5.4543
1450,1099.17,-60.0,-5.1509
1450,1099.17,-55.0,-4.7452
1450,1099.17,-50.0,-4.2460
1450,1099.17,-45.0,-3.6759
1450,1099.17,-40.0,-3.0665
1450,1099.17,-35.0,-2.4519
1450,1099.17,-30.0,-1.8639
1450,1099.17,-25.0,-1.3289
1450,1099.17,-20.0,-0.8676
1450,1099.17,-15.0,-0.4951
1450,1099.17,-10.0,-0.2222
1450,1099.17,-5.0,-0.0559
1450,1099.17,0.0,0.0000
1450,1099.17,5.0,-0.0559
1450,1099.17,10.0,-0.2222
1450,1099.17,15.0,-0.4951
1450,1099.17,20.0,-0.8676
1450,1099.17,25.0,-1.3289
1450,1099.17,30.0,-1.8639
1450,1099.17,35.0,-2.4519
1450,1099.17,40.0,-3.0665
1450,1099.17,45.0,-3.6759
1450,1099.17,50.0,-4.2460
1450,1099.17,55.0,-4.7452
1450,1099.17,60.0,-5.1509
1450,1099.17,65.0,-5.4543
1450,1099.17,70.0,-5.6618
1450,1099.17,75.0,-5.7904
1450,1099.17,80.0,-5.8619
1450,1099.17,85.0,-5.8960
1450,1099.17,90.0,-5.9057
1450,1120.53,-90.0,-6.4611
1450,1120.53,-85.0,-6.4543
1450,1120.53,-80.0,-6.4282
1450,1120.53,-75.0,-6.3658
1450,1120.53,-70.0,-6.2416
1450,1120.53,-65.0,-6.0270
1450,1120.53,-60.0,-5.6991
1450,1120.53,-55.0,-5.2496
1450,1120.53,-50.0,-4.6900
1450,1120.53,-45.0,-4.0493
1450,1120.53,-40.0,-3.3666
1450,1120.53,-35.0,-2.6823
1450,1120.53,-30.0,-2.0320
1450,1120.53,-25.0,-1.4444
1450,1120.53,-20.0,-0.9405
1450,1120.53,-15.0,-0.5357
1450,1120.53,-10.0,-0.2401
1450,1120.53,-5.0,-0.0603
1450,1120.53,0.0,0.0000
1450,1120.53,5.0,-0.0603
1450,1120.53,10.0,-0.2401
1450,1120.53,15.0,-0.5357
1450,1120.53,20.0,-0.9405
1450,1120.53,25.0,-1.4444
1450,1120.53,30.0,-2.0320
1450,1120.53,35.0,-2.6823
1450,1120.53,40.0,-3.3666
1450,1120.53,45.0,-4.0493
1450,1120.53,50.0,-4.6900
1450,1120.53,55.0,-5.2496
1450,1120.53,60.0,-5.6991
1450,1120.53,65.0,-6.0270
1450,1120.53,70.0,-6.2416
1450,1120.53,75.0,-6.3658
1450,1120.53,80.0,-6.4282
1450,1120.53,85.0,-6.4543
1450,1120.53,90.0,-6.4611
1450,1141.90,-90.0,-7.0432
1450,1141.90,-85.0,-7.0412
1450,1141.90,-80.0,-7.0278
1450,1141.90,-75.0,-6.9814
1450,1141.90,-70.0,-6.8687
1450,1141.90,-65.0,-6.6519
1450,1141.90,-60.0,-6.3002
1450,1141.90,-55.0,-5.8024
1450,1141.90,-50.0,-5.1740
1450,1141.90,-45.0,-4.4529
1450,1141.90,-40.0,-3.6878
1450,1141.90,-35.0,-2.9263
1450,1141.90,-30.0,-2.2085
1450,1141.90,-25.0,-1.5646
1450,1141.90,-20.0,-1.0161
1450,1141.90,-15.0,-0.5775
1450,1141.90,-10.0,-0.2584
1450,1141.90,-5.0,-0.0649
1450,1141.90,0.0,0.0000
1450,1141.90,5.0,-0.0649
1450,1141.90,10.0,-0.2584
1450,1141.90,15.0,-0.5775
1450,1141.90,20.0,-1.0161
1450,1141.90,25.0,-1.5646
1450,1141.90,30.0,-2.2085
1450,1141.90,35.0,-2.9263
1450,1141.90,40.0,-3.6878
1450,1141.90,45.0,-4.4529
1450,1141.90,50.0,-5.1740
1450,1141.90,55.0,-5.8024
1450,1141.90,60.0,-6.3002
1450,1141.90,65.0,-6.6519
1450,1141.90,70.0,-6.8687
1450,1141.90,75.0,-6.9814
1450,1141.90,80.0,-7.0278
1450,1141.90,85.0,-7.0412
1450,1141.90,90.0,-7.0432
1450,1163.27,-90.0,-7.6453
1450,1163.27,-85.0,-7.6503
1450,1163.27,-80.0,-7.6560
1450,1163.27,-75.0,-7.6353
1450,1163.27,-70.0,-7.5449
1450,1163.27,-65.0,-7.3342
1450,1163.27,-60.0,-6.9609
1450,1163.27,-55.0,-6.4099
1450,1163.27,-50.0,-5.7025
1450,1163.27,-45.0,-4.8891
1450,1163.27,-40.0,-4.0308
1450,1163.27,-35.0,-3.1841
1450,1163.27,-30.0,-2.3931
1450,1163.27,-25.0,-1.6894
1450,1163.27,-20.0,-1.0939
1450,1163.27,-15.0,-0.6204
1450,1163.27,-10.0,-0.2772
1450,1163.27,-5.0,-0.0695
1450,1163.27,0.0,0.0000
1450,1163.27,5.0,-0.0695
1450,1163.27,10.0,-0.2772
1450,1163.27,15.0,-0.6204
1450,1163.27,20.0,-1.0939
1450,1163.27,25.0,-1.6894
1450,1163.27,30.0,-2.3931
1450,1163.27,35.0,-3.1841
1450,1163.27,40.0,-4.0308
1450,1163.27,45.0,-4.8891
1450,1163.27,50.0,-5.7025
1450,1163.27,55.0,-6.4099
1450,1163.27,60.0,-6.9609
1450,1163.27,65.0,-7.3342
1450,1163.27,70.0,-7.5449
1450,1163.27,75.0,-7.6353
1450,1163.27,80.0,-7.6560
1450,1163.27,85.0,-7.6503
1450,1163.27,90.0,-7.6453
1450,1184.64,-90.0,-8.2554
1450,1184.64,-85.0,-8.2704
1450,1184.64,-80.0,-8.3041
1450,1184.64,-75.0,-8.3227
1450,1184.64,-70.0,-8.2704
1450,1184.64,-65.0,-8.0789
1450,1184.64,-60.0,-7.6891
1450,1184.64,-55.0,-7.0797
1450,1184.64,-50.0,-6.2808
1450,1184.64,-45.0,-5.3606
1450,1184.64,-40.0,-4.3966
1450,1184.64,-35.0,-3.4554
1450,1184.64,-30.0,-2.5854
1450,1184.64,-25.0,-1.8183
1450,1184.64,-20.0,-1.1739
1450,1184.64,-15.0,-0.6642
1450,1184.64,-10.0,-0.2963
1450,1184.64,-5.0,-0.0742
1450,1184.64,0.0,0.0000
1450,1184.64,5.0,-0.0742
1450,1184.64,10.0,-0.2963
1450,1184.64,15.0,-0.6642
1450,1184.64,20.0,-1.1739
1450,1184.64,25.0,-1.8183
1450,1184.64,30.0,-2.5854
1450,1184.64,35.0,-3.4554
1450,1184.64,40.0,-4.3966
1450,1184.64,45.0,-5.3606
1450,1184.64,50.0,-6.2808
1450,1184.64,55.0,-7.0797
1450,1184.64,60.0,-7.6891
1450,1184.64,65.0,-8.0789
1450,1184.64,70.0,-8.2704
1450,1184.64,75.0,-8.3227
1450,1184.64,80.0,-8.3041
1450,1184.64,85.0,-8.2704
1450,1184.64,90.0,-8.2554
1450,1206.01,-90.0,-8.8555
1450,1206.01,-85.0,-8.8842
1450,1206.01,-80.0,-8.9572
1450,1206.01,-75.0,-9.0335
1450,1206.01,-70.0,-9.0423
1450,1206.01,-65.0,-8.8908
1450,1206.01,-60.0,-8.4943
1450,1206.01,-55.0,-7.8213
1450,1206.01,-50.0,-6.9154
1450,1206.01,-45.0,-5.8704
1450,1206.01,-40.0,-4.7860
1450,1206.01,-35.0,-3.7403
1450,1206.01,-30.0,-2.7849
1450,1206.01,-25.0,-1.9508
1450,1206.01,-20.0,-1.2555
1450,1206.01,-15.0,-0.7087
1450,1206.01,-10.0,-0.3157
1450,1206.01,-5.0,-0.0790
1450,1206.01,0.0,0.0000
1450,1206.01,5.0,-0.0790
1450,1206.01,10.0,-0.3157
1450,1206.01,15.0,-0.7087
1450,1206.01,20.0,-1.2555
1450,1206.01,25.0,-1.9508
1450,1206.01,30.0,-2.7849
1450,1206.01,35.0,-3.7403
1450,1206.01,40.0,-4.7860
1450,1206.01,45.0,-5.8704
1450,1206.01,50.0,-6.9154
1450,1206.01,55.0,-7.8213
1450,1206.01,60.0,-8.4943
1450,1206.01,65.0,-8.8908
1450,1206.01,70.0,-9.0423
1450,1206.01,75.0,-9.0335
1450,1206.01,80.0,-8.9572
1450,1206.01,85.0,-8.8842
1450,1206.01,90.0,-8.8555
1450,1227.38,-90.0,-9.4193
1450,1227.38,-85.0,-9.4660
1450,1227.38,-80.0,-9.5918
1450,1227.38,-75.0,-9.7498
1450,1227.38,-70.0,-9.8521
1450,1227.38,-65.0,-9.7730
1450,1227.38,-60.0,-9.3880
1450,1227.38,-55.0,-8.6473
1450,1227.38,-50.0,-7.6144
1450,1227.38,-45.0,-6.4222
1450,1227.38,-40.0,-5.1998
1450,1227.38,-35.0,-4.0383
1450,1227.38,-30.0,-2.9910
1450,1227.38,-25.0,-2.0864
1450,1227.38,-20.0,-1.3385
1450,1227.38,-15.0,-0.7538
1450,1227.38,-10.0,-0.3352
1450,1227.38,-5.0,-0.0838
1450,1227.38,0.0,0.0000
1450,1227.38,5.0,-0.0838
1450,1227.38,10.0,-0.3352
1450,1227.38,15.0,-0.7538
1450,1227.38,20.0,-1.3385
1450,1227.38,25.0,-2.0864
1450,1227.38,30.0,-2.9910
1450,1227.38,35.0,-4.0383
1450,1227.38,40.0,-5.1998
1450,1227.38,45.0,-6.4222
1450,1227.38,50.0,-7.6144
1450,1227.38,55.0,-8.6473
1450,1227.38,60.0,-9.3880
1450,1227.38,65.0,-9.7730
1450,1227.38,70.0,-9.8521
1450,1227.38,75.0,-9.7498
1450,1227.38,80.0,-9.5918
1450,1227.38,85.0,-9.4660
1450,1227.38,90.0,-9.4193
1450,1248.75,-90.0,-9.9123
1450,1248.75,-85.0,-9.9813
1450,1248.75,-80.0,-10.1743
1450,1248.75,-75.0,-10.4419
1450,1248.75,-70.0,-10.6814
1450,1248.75,-65.0,-10.7248
1450,1248.75,-60.0,-10.3840
1450,1248.75,-55.0,-9.5737
1450,1248.75,-50.0,-8.3881
1450,1248.75,-45.0,-7.0199
1450,1248.75,-40.0,-5.6387
1450,1248.75,-35.0,-4.3488
1450,1248.75,-30.0,-3.2030
1450,1248.75,-25.0,-2.2245
1450,1248.75,-20.0,-1.4224
1450,1248.75,-15.0,-0.7992
1450,1248.75,-10.0,-0.3548
1450,1248.75,-5.0,-0.0886
1450,1248.75,0.0,0.0000
1450,1248.75,5.0,-0.0886
1450,1248.75,10.0,-0.3548
1450,1248.75,15.0,-0.7992
1450,1248.75,20.0,-1.4224
1450,1248.75,25.0,-2.2245
1450,1248.75,30.0,-3.2030
1450,1248.75,35.0,-4.3488
1450,1248.75,40.0,-5.6387
1450,1248.75,45.0,-7.0199
1450,1248.75,50.0,-8.3881
1450,1248.75,55.0,-9.5737
1450,1248.75,60.0,-10.3840
1450,1248.75,65.0,-10.7248
1450,1248.75,70.0,-10.6814
1450,1248.75,75.0,-10.4419
1450,1248.75,80.0,-10.1743
1450,1248.75,85.0,-9.9813
1450,1248.75,90.0,-9.9123
1450,1270.12,-90.0,-10.2943
1450,1270.12,-85.0,-10.3888
1450,1270.12,-80.0,-10.6609
1450,1270.12,-75.0,-11.0664
1450,1270.12,-70.0,-11.4961
1450,1270.12,-65.0,-11.7357
1450,1270.12,-60.0,-11.4975
1450,1270.12,-55.0,-10.6226
1450,1270.12,-50.0,-9.2498
1450,1270.12,-45.0,-7.6682
1450,1270.12,-40.0,-6.1031
1450,1270.12,-35.0,-4.6711
1450,1270.12,-30.0,-3.4199
1450,1270.12,-25.0,-2.3645
1450,1270.12,-20.0,-1.5070
1450,1270.12,-15.0,-0.8447
1450,1270.12,-10.0,-0.3744
1450,1270.12,-5.0,-0.0935
1450,1270.12,0.0,0.0000
1450,1270.12,5.0,-0.0935
1450,1270.12,10.0,-0.3744
1450,1270.12,15.0,-0.8447
1450,1270.12,20.0,-1.5070
1450,1270.12,25.0,-2.3645
1450,1270.12,30.0,-3.4199
1450,1270.12,35.0,-4.6711
1450,1270.12,40.0,-6.1031
1450,1270.12,45.0,-7.6682
1450,1270.12,50.0,-9.2498
1450,1270.12,55.0,-10.6226
1450,1270.12,60.0,-11.4975
1450,1270.12,65.0,-11.7357
1450,1270.12,70.0,-11.4961
1450,1270.12,75.0,-11.0664
1450,1270.12,80.0,-10.6609
1450,1270.12,85.0,-10.3888
1450,1270.12,90.0,-10.2943
1450,1291.49,-90.0,-10.5264
1450,1291.49,-85.0,-10.6471
1450,1291.49,-80.0,-11.0034
1450,1291.49,-75.0,-11.5663
1450,1291.49,-70.0,-12.2402
1450,1291.49,-65.0,-12.7769
1450,1291.49,-60.0,-12.7436
1450,1291.49,-55.0,-11.8246
1450,1291.49,-50.0,-10.2172
1450,1291.49,-45.0,-8.3723
1450,1291.49,-40.0,-6.5931
1450,1291.49,-35.0,-5.0041
1450,1291.49,-30.0,-3.6408
1450,1291.49,-25.0,-2.5057
1450,1291.49,-20.0,-1.5916
1450,1291.49,-15.0,-0.8901
1450,1291.49,-10.0,-0.3939
1450,1291.49,-5.0,-0.0982
1450,1291.49,0.0,0.0000
1450,1291.49,5.0,-0.0982
1450,1291.49,10.0,-0.3939
1450,1291.49,15.0,-0.8901
1450,1291.49,20.0,-1.5916
1450,1291.49,25.0,-2.5057
1450,1291.49,30.0,-3.6408
1450,1291.49,35.0,-5.0041
1450,1291.49,40.0,-6.5931
1450,1291.49,45.0,-8.3723
1450,1291.49,50.0,-10.2172
1450,1291.49,55.0,-11.8246
1450,1291.49,60.0,-12.7436
1450,1291.49,65.0,-12.7769
1450,1291.49,70.0,-12.2402
1450,1291.49,75.0,-11.5663
1450,1291.49,80.0,-11.0034
1450,1291.49,85.0,-10.6471
1450,1291.49,90.0,-10.5264
1450,1312.85,-90.0,-10.5823
1450,1312.85,-85.0,-10.7264
1450,1312.85,-80.0,-11.1606
1450,1312.85,-75.0,-11.8813
1450,1312.85,-70.0,-12.8342
1450,1312.85,-65.0,-13.7848
1450,1312.85,-60.0,-14.1294
1450,1312.85,-55.0,-13.2239
1450,1312.85,-50.0,-11.3146
1450,1312.85,-45.0,-9.1380
1450,1312.85,-40.0,-7.1081
1450,1312.85,-35.0,-5.3462
1450,1312.85,-30.0,-3.8644
1450,1312.85,-25.0,-2.6473
1450,1312.85,-20.0,-1.6760
1450,1312.85,-15.0,-0.9351
1450,1312.85,-10.0,-0.4133
1450,1312.85,-5.0,-0.1030
1450,1312.85,0.0,0.0000
1450,1312.85,5.0,-0.1030
1450,1312.85,10.0,-0.4133
1450,1312.85,15.0,-0.9351
1450,1312.85,20.0,-1.6760
1450,1312.85,25.0,-2.6473
1450,1312.85,30.0,-3.8644
1450,1312.85,35.0,-5.3462
1450,1312.85,40.0,-7.1081
1450,1312.85,45.0,-9.1380
1450,1312.85,50.0,-11.3146
1450,1312.85,55.0,-13.2239
1450,1312.85,60.0,-14.1294
1450,1312.85,65.0,-13.7848
1450,1312.85,70.0,-12.8342
1450,1312.85,75.0,-11.8813
1450,1312.85,80.0,-11.1606
1450,1312.85,85.0,-10.7264
1450,1312.85,90.0,-10.5823
1450,1334.22,-90.0,-10.4570
1450,1334.22,-85.0,-10.6184
1450,1334.22,-80.0,-11.1129
1450,1334.22,-75.0,-11.9661
1450,1334.22,-70.0,-13.1892
1450,1334.22,-65.0,-14.6446
1450,1334.22,-60.0,-15.6326
1450,1334.22,-55.0,-14.8870
1450,1334.22,-50.0,-12.5760
1450,1334.22,-45.0,-9.9712
1450,1334.22,-40.0,-7.6471
1450,1334.22,-35.0,-5.6955
1450,1334.22,-30.0,-4.0894
1450,1334.22,-25.0,-2.7884
1450,1334.22,-20.0,-1.7596
1450,1334.22,-15.0,-0.9796
1450,1334.22,-10.0,-0.4323
1450,1334.22,-5.0,-0.1076
1450,1334.22,0.0,0.0000
1450,1334.22,5.0,-0.1076
1450,1334.22,10.0,-0.4323
1450,1334.22,15.0,-0.9796
1450,1334.22,20.0,-1.7596
1450,1334.22,25.0,-2.7884
1450,1334.22,30.0,-4.0894
1450,1334.22,35.0,-5.6955
1450,1334.22,40.0,-7.6471
1450,1334.22,45.0,-9.9712
1450,1334.22,50.0,-12.5760
1450,1334.22,55.0,-14.8870
1450,1334.22,60.0,-15.6326
1450,1334.22,65.0,-14.6446
1450,1334.22,70.0,-13.1892
1450,1334.22,75.0,-11.9661
1450,1334.22,80.0,-11.1129
1450,1334.22,85.0,-10.6184
1450,1334.22,90.0,-10.4570
1450,1355.59,-90.0,-10.1689
1450,1355.59,-85.0,-10.3401
1450,1355.59,-80.0,-10.8702
